,Roof_T,Roof_C1,geometry
316,Gable,Good,"POLYGON ((-10834723.5648 3846840.669100001, -10834722.3662 3846836.231899999, -10834725.9159 3846835.273000002, -10834727.1145 3846839.710199997, -10834723.5648 3846840.669100001))"
317,Gable,Good,"POLYGON ((-10834621.5495 3846852.432099998, -10834610.8637 3846850.986199997, -10834613.26305447 3846833.247398101, -10834623.5339 3846835.234200008, -10834621.5495 3846852.432099998))"
318,Gable,Good,"POLYGON ((-10834485.31552234 3846816.479041303, -10834483.7921642 3846821.231004129, -10834484.9166362 3846821.52865796, -10834483.75908181 3846825.067467126, -10834482.72183376 3846824.569792504, -10834480.03638686 3846832.946774552, -10834463.75918763 3846827.633930589, -10834466.43492234 3846819.934441301, -10834470.74910247 3846821.330354216, -10834473.72870757 3846812.626733901, -10834485.31552234 3846816.479041303))"
319,Gable,Good,"POLYGON ((-10834583.4998 3846816.612999998, -10834581.3614 3846823.435800001, -10834584.4627 3846824.407800004, -10834582.14777353 3846830.522016548, -10834578.68843557 3846829.790789373, -10834577.50432673 3846833.220771953, -10834568.57462137 3846830.323578656, -10834573.5759 3846813.502599999, -10834583.4998 3846816.612999998))"
320,Gable,Good,"POLYGON ((-10834593.4501 3846824.8706, -10834597.1752 3846826.025600001, -10834596.0202 3846829.750600003, -10834592.2952 3846828.595600002, -10834593.4501 3846824.8706))"
321,Gable,Good,"POLYGON ((-10834514.43694752 3846832.559760287, -10834526.47551328 3846835.470182776, -10834522.2534 3846851.466400005, -10834512.6574 3846849.740600005, -10834512.75117981 3846848.83519233, -10834515.75986683 3846837.983729482, -10834513.9350954 3846837.404947534, -10834514.43694752 3846832.559760287))"
322,Gable,Good,"POLYGON ((-10834771.20185105 3846851.828580178, -10834765.57398433 3846852.125513949, -10834765.44053744 3846849.615336172, -10834765.23914562 3846849.611922756, -10834764.50391057 3846849.599461146, -10834764.44041044 3846844.97982689, -10834765.03250997 3846844.929890782, -10834765.75803808 3846844.868701667, -10834765.53999489 3846838.153816223, -10834780.2716 3846836.76030001, -10834782.1259 3846853.875100002, -10834771.51646735 3846854.922556601, -10834771.20185105 3846851.828580178))"
323,Gable,Good,"POLYGON ((-10834660.83497017 3846846.76230634, -10834668.67326711 3846849.375071995, -10834663.0567 3846865.660800003, -10834655.1452 3846862.692400008, -10834660.83497017 3846846.76230634))"
324,Gable,Good,"POLYGON ((-10834729.4072 3846849.637300007, -10834729.54578979 3846866.534746595, -10834713.572862 3846866.455371425, -10834713.73822691 3846852.829302497, -10834714.67026668 3846852.73419641, -10834715.35880307 3846852.663937591, -10834715.29400978 3846849.507368676, -10834729.4072 3846849.637300007))"
325,Gable,Good,"POLYGON ((-10834712.1181 3846858.1558, -10834712.0703 3846862.055500001, -10834709.4705 3846862.023599997, -10834709.5183 3846858.123899996, -10834712.1181 3846858.1558))"
326,Gable,Good,"POLYGON ((-10834618.70519963 3846856.590261415, -10834619.86208656 3846856.579249613, -10834620.04729526 3846866.527602844, -10834618.7971845 3846866.58713194, -10834618.38041693 3846866.606978014, -10834618.43349285 3846874.059078954, -10834609.19822857 3846874.144060388, -10834609.08029416 3846870.020109832, -10834607.16647089 3846870.057592548, -10834607.06725194 3846856.629961528, -10834618.43272806 3846856.592807248, -10834618.70519963 3846856.590261415))"
327,Gable,Good,"POLYGON ((-10834585.37900395 3846841.029303201, -10834583.27556224 3846848.490568131, -10834581.16243032 3846848.165793397, -10834578.60155611 3846856.824430659, -10834568.96946244 3846854.215738624, -10834568.70664882 3846854.854339227, -10834561.11838364 3846852.695334911, -10834563.28215047 3846844.56096863, -10834569.6256 3846846.117300004, -10834571.13116294 3846842.418368474, -10834569.26888095 3846841.912157997, -10834570.79822764 3846836.7813605, -10834585.37900395 3846841.029303201))"
328,Gable,Good,"POLYGON ((-10834504.8981 3846868.103500001, -10834505.7994 3846863.643700004, -10834508.985 3846864.287500009, -10834510.13745975 3846855.380118452, -10834521.38227392 3846856.769183733, -10834516.9966 3846873.864399999, -10834507.4399 3846871.932900004, -10834508.0837 3846868.747300006, -10834504.8981 3846868.103500001))"
329,Gable,Good,"POLYGON ((-10834555.43252042 3846876.669851944, -10834558.5922 3846861.642499998, -10834563.83305806 3846862.845345117, -10834564.17838646 3846860.070347205, -10834580.1469 3846863.145000003, -10834578.26773122 3846872.904858679, -10834583.87528566 3846873.957867339, -10834582.48622038 3846881.895383231, -10834555.43252042 3846876.669851944))"
330,Gable,Good,"POLYGON ((-10834588.44440645 3846888.163910719, -10834588.21686433 3846878.247307548, -10834593.50854159 3846878.326682704, -10834593.68316694 3846888.211535821, -10834588.44440645 3846888.163910719))"
331,Gable,Good,"POLYGON ((-10834775.89199692 3846894.73990012, -10834763.58232541 3846893.522050582, -10834764.2158 3846876.324000008, -10834777.80063771 3846876.693671517, -10834775.89199692 3846894.73990012))"
332,Gable,Good,"POLYGON ((-10834671.6936 3846893.753800005, -10834656.84879604 3846894.027048148, -10834656.84744776 3846889.350040592, -10834655.80583219 3846889.381051913, -10834655.3366739 3846889.395019844, -10834655.29963217 3846880.420335218, -10834671.4482 3846880.427100003, -10834671.6936 3846893.753800005))"
333,Gable,Good,"POLYGON ((-10834713.62037686 3846881.197455116, -10834724.8177 3846881.510200009, -10834724.5978 3846893.458300002, -10834713.85188774 3846893.798261568, -10834713.62037686 3846881.197455116))"
334,Gable,Good,"POLYGON ((-10834609.4539 3846893.723899998, -10834603.7684 3846893.670599997, -10834603.5038 3846889.172700003, -10834607.5166 3846888.969800003, -10834607.4472 3846879.200099997, -10834619.8121 3846879.252999999, -10834620.0332 3846896.331, -10834609.462 3846896.363399997, -10834609.4539 3846893.723899998))"
335,Gable,Good,"POLYGON ((-10834606.1301 3846904.530500002, -10834603.3761 3846904.553099997, -10834603.3215 3846905.904200003, -10834600.1489 3846905.890900001, -10834600.2812 3846902.737899996, -10834606.1682 3846902.826099999, -10834606.1301 3846904.530500002))"
336,Gable,Good,"POLYGON ((-10834609.9167 3846901.707900003, -10834619.5671 3846901.530199997, -10834619.6856 3846907.963799998, -10834610.0352 3846908.141500004, -10834609.9167 3846901.707900003))"
337,Hip,Good,"POLYGON ((-10834682.8426 3846903.136500001, -10834687.3925 3846903.1505, -10834687.3746 3846909.000500001, -10834682.8246 3846908.986500002, -10834682.8426 3846903.136500001))"
338,Gable,Good,"POLYGON ((-10834670.84951354 3846913.02821669, -10834670.7414 3846917.413800001, -10834656.1011 3846917.731300004, -10834655.3743 3846899.468000002, -10834668.8946 3846899.494400002, -10834668.81193005 3846913.040879667, -10834670.84951354 3846913.02821669))"
339,Gable,Good,"POLYGON ((-10834770.88357403 3846917.996211633, -10834761.43612687 3846918.144878358, -10834761.20991149 3846907.775045194, -10834760.73663328 3846907.774844579, -10834760.65858104 3846899.604935892, -10834770.15052711 3846899.73722782, -10834770.09331085 3846907.404096439, -10834770.54894588 3846907.365318991, -10834771.08814617 3846907.319429614, -10834771.59614718 3846911.997272298, -10834770.79290985 3846912.036231749, -10834770.88357403 3846917.996211633))"
340,Gable,Good,"POLYGON ((-10834723.30513841 3846917.370126076, -10834708.9222 3846917.296400011, -10834708.02542034 3846903.320722975, -10834722.95782859 3846903.629669361, -10834723.30513841 3846917.370126076))"
341,Hip,Good,"POLYGON ((-10834514.25173881 3846895.848220266, -10834504.56621174 3846894.723737128, -10834505.17651232 3846890.793345571, -10834503.86766002 3846890.772200003, -10834502.43806934 3846890.674282834, -10834502.52701781 3846888.559530154, -10834501.83987351 3846888.389066316, -10834500.22112954 3846888.268280923, -10834497.55649707 3846888.0694547, -10834498.56191575 3846881.87819232, -10834503.41587 3846882.213208929, -10834504.0520309 3846876.970161654, -10834513.93423818 3846878.002038717, -10834513.56382077 3846881.222465314, -10834513.99181467 3846881.238316946, -10834515.70695006 3846881.301840462, -10834515.28361588 3846885.429348722, -10834515.83924199 3846885.588099048, -10834515.04549039 3846891.779361427, -10834514.62215622 3846891.726444654, -10834514.25173881 3846895.848220266))"
342,Gable,Good,"POLYGON ((-10834554.58689727 3846889.088101022, -10834558.1937603 3846889.350891285, -10834558.88167834 3846881.54566735, -10834574.70379332 3846883.503587924, -10834573.17152345 3846899.139731295, -10834553.77752631 3846897.181810714, -10834554.58689727 3846889.088101022))"
343,Gable,Good,"POLYGON ((-10834565.93562782 3846908.995488264, -10834563.11623422 3846908.875315011, -10834562.1521 3846920.559900008, -10834552.91652631 3846920.186275139, -10834552.79746357 3846902.723740205, -10834565.9854 3846903.588600002, -10834565.93562782 3846908.995488264))"
344,Gable,Good,"POLYGON ((-10834668.29374362 3846939.866369002, -10834657.46651837 3846939.901636846, -10834655.93134925 3846939.960869603, -10834655.37572314 3846932.790646918, -10834656.9858143 3846932.604775794, -10834657.01614309 3846922.736460119, -10834666.42842739 3846922.641959548, -10834666.63353692 3846925.830834895, -10834673.33406621 3846925.697903156, -10834673.25469105 3846931.531977333, -10834668.1487 3846931.756800011, -10834668.29374362 3846939.866369002))"
345,Gable,Good,"POLYGON ((-10834724.8623 3846940.615099996, -10834716.45375266 3846940.434483007, -10834713.32602731 3846940.538103394, -10834713.3524857 3846930.298707902, -10834712.32060864 3846930.325166278, -10834712.24123348 3846928.182036996, -10834713.24665215 3846928.155578606, -10834713.19373538 3846926.832659289, -10834714.60169186 3846926.811645024, -10834714.96644726 3846926.806200914, -10834714.83170698 3846922.845639527, -10834724.78250858 3846922.467025556, -10834724.8623 3846940.615099996))"
346,Gable,Good,"POLYGON ((-10834776.8021 3846936.427900001, -10834768.9819 3846936.5132, -10834768.8701 3846941.442100003, -10834760.1366 3846941.446500003, -10834760.2755 3846925.121699996, -10834763.6931 3846925.143700004, -10834765.4305 3846925.174599998, -10834776.6265 3846924.8473, -10834776.8021 3846936.427900001))"
347,Gable,Good,"POLYGON ((-10834463.90124685 3846900.993638203, -10834464.58773764 3846901.045527533, -10834469.72601834 3846901.433911428, -10834468.64744798 3846919.539367594, -10834455.3124213 3846918.745616019, -10834455.7395 3846908.731200002, -10834452.52039359 3846908.766144067, -10834451.11612123 3846908.781387731, -10834451.97866463 3846900.092453688, -10834463.90124685 3846900.993638203))"
348,Gable,Good,"POLYGON ((-10834618.4019 3846927.349200003, -10834618.5574 3846941.320100002, -10834603.3703 3846941.329000004, -10834603.0101 3846927.265600003, -10834608.3092 3846927.314800002, -10834608.5826 3846922.993299998, -10834615.8631 3846922.953599997, -10834615.8278 3846927.2751, -10834618.4019 3846927.349200003))"
349,Gable,Good,"POLYGON ((-10834784.2904 3846940.802599996, -10834784.402 3846935.603799999, -10834789.6008 3846935.715499997, -10834789.4892 3846940.914300002, -10834784.2904 3846940.802599996))"
350,Gable,Good,"POLYGON ((-10834673.703 3846938.805299997, -10834673.7707 3846942.481600001, -10834670.0944 3846942.5493, -10834670.0267 3846938.872900002, -10834673.703 3846938.805299997))"
351,Gable,Good,"POLYGON ((-10834608.8606 3846964.715499997, -10834608.5716 3846954.035999998, -10834605.7141 3846953.983099997, -10834605.4186 3846946.566, -10834620.0193 3846946.823200002, -10834620.178 3846964.656099997, -10834608.8606 3846964.715499997))"
352,Gable,Good,"POLYGON ((-10834724.17206116 3846955.048850417, -10834724.81690448 3846955.049205348, -10834724.7838315 3846964.309640549, -10834707.60131446 3846964.322869763, -10834707.54839769 3846946.648667701, -10834724.1478 3846947.131100006, -10834724.17206116 3846955.048850417))"
353,Gable,Good,"POLYGON ((-10834562.33767274 3846926.197589658, -10834562.30900204 3846934.53229253, -10834563.18825474 3846934.574810848, -10834563.06125449 3846936.839648709, -10834562.30077391 3846936.924247973, -10834562.27946429 3846943.119050592, -10834552.45546547 3846943.210332029, -10834552.0611059 3846932.420472354, -10834551.63387746 3846932.474014975, -10834551.58096069 3846931.124637283, -10834551.21054327 3846931.124637283, -10834551.18408489 3846927.817338996, -10834551.7529402 3846927.777651422, -10834551.79262778 3846926.110773079, -10834557.31683147 3846926.156253442, -10834561.94872123 3846926.194387458, -10834562.33767274 3846926.197589658))"
354,Gable,Good,"POLYGON ((-10834588.0991 3846945.0603, -10834599.1298 3846944.992600001, -10834599.1862 3846954.184799999, -10834588.1555 3846954.252499998, -10834588.0991 3846945.0603))"
355,Gable,Good,"POLYGON ((-10834776.7606 3846950.934500001, -10834776.787 3846955.088399999, -10834772.8606 3846955.259499997, -10834773.0077 3846964.546700001, -10834761.011 3846964.728299998, -10834760.861 3846946.801899999, -10834771.3207 3846946.902199998, -10834771.2255 3846950.616999999, -10834776.7606 3846950.934500001))"
356,Hip,Good,"POLYGON ((-10834665.6607 3846967.89760001, -10834658.2252 3846967.825599998, -10834658.08947162 3846962.462845191, -10834655.23196591 3846962.484011903, -10834655.4404 3846946.284000002, -10834672.412 3846946.589800008, -10834671.85868042 3846962.743304081, -10834665.5284 3846962.7117, -10834665.6607 3846967.89760001))"
357,Gable,Good,"POLYGON ((-10834380.577 3846947.955600001, -10834374.7275 3846947.8838, -10834374.7674 3846944.634000003, -10834380.6169 3846944.705799997, -10834380.577 3846947.955600001))"
358,Gable,Good,"POLYGON ((-10834437.9237 3846783.152599998, -10834428.7162 3846779.977499999, -10834431.0181 3846773.548199996, -10834439.8684 3846776.961300001, -10834437.9237 3846783.152599998))"
359,Mix,Good,"POLYGON ((-10834495.76538387 3846256.734431639, -10834503.79769553 3846259.535356283, -10834501.776 3846265.266400002, -10834507.9159 3846267.39980001, -10834503.00394394 3846283.189153738, -10834488.61058173 3846278.267893858, -10834495.76538387 3846256.734431639))"
360,Mix,Good,"POLYGON ((-10834491.00464178 3846167.732218817, -10834486.5052 3846166.367300004, -10834491.07341651 3846151.670159318, -10834504.9626 3846157.022800006, -10834500.76349209 3846170.865251698, -10834496.62967765 3846169.52957014, -10834492.85935759 3846171.434573971, -10834491.00464178 3846167.732218817))"
361,Mix,Good,"POLYGON ((-10834521.383 3846165.031400003, -10834516.0325 3846181.062100001, -10834501.8515 3846176.329000004, -10834508.0251 3846157.832099997, -10834515.4239 3846160.3015, -10834514.6007 3846162.767800003, -10834521.383 3846165.031400003))"
362,Hip,Fair,"POLYGON ((-10834505.2348 3846212.470399998, -10834501.608 3846222.908200003, -10834487.4862 3846218.001500003, -10834491.1129 3846207.563600004, -10834505.2348 3846212.470399998))"
363,Hip,Good,"POLYGON ((-10834418.73111686 3846230.094889238, -10834416.58269284 3846235.198104858, -10834422.96445869 3846237.714904524, -10834417.54048947 3846253.91802036, -10834402.9508 3846248.526199996, -10834409.99984934 3846227.2373835, -10834418.73111686 3846230.094889238))"
364,Gable,Good,"POLYGON ((-10834418.9681 3846259.746299997, -10834421.8483 3846261.251900002, -10834420.3427 3846264.132100001, -10834417.4625 3846262.626500003, -10834418.9681 3846259.746299997))"
365,Mix,Good,"POLYGON ((-10834377.0907 3846263.573399998, -10834383.224 3846265.725599997, -10834386.06206522 3846258.364352189, -10834393.44395503 3846260.944044866, -10834390.67139956 3846268.390322573, -10834391.35153764 3846268.539806634, -10834389.43330463 3846274.162213743, -10834388.78212009 3846274.077395298, -10834388.16222182 3846275.943401143, -10834384.12839815 3846288.085939601, -10834376.87880028 3846285.651768044, -10834376.66713319 3846286.81593705, -10834369.97316142 3846284.593432598, -10834370.73627899 3846281.922521129, -10834370.81982979 3846281.630093321, -10834370.27259836 3846281.358584583, -10834371.64162664 3846277.787440896, -10834370.66328433 3846277.374702841, -10834375.34641873 3846264.158738822, -10834376.6505666 3846264.721498705, -10834377.0907 3846263.573399998))"
366,Hip,Good,"POLYGON ((-10834477.24040384 3846378.454166502, -10834462.88672925 3846373.063270271, -10834470.22893146 3846351.830415234, -10834478.0301 3846355.152800001, -10834476.53993493 3846359.807080574, -10834482.69744602 3846362.016893983, -10834477.24040384 3846378.454166502))"
367,Gable,Good,"POLYGON ((-10834438.0461 3846267.053300001, -10834434.4161 3846265.627400003, -10834435.3667 3846263.207400002, -10834438.9967 3846264.633299999, -10834438.0461 3846267.053300001))"
368,Mix,Good,"POLYGON ((-10834409.50773986 3846331.664087616, -10834407.4334 3846336.472099997, -10834414.26410856 3846338.706041366, -10834408.7819309 3846354.771573558, -10834394.2734 3846349.211000003, -10834401.50672386 3846328.235080764, -10834409.50773986 3846331.664087616))"
369,Mix,Good,"POLYGON ((-10834432.003 3846340.908500016, -10834428.10290295 3846352.42894803, -10834413.8550619 3846347.626750916, -10834418.08413685 3846335.510289371, -10834418.54084212 3846334.029786162, -10834426.1608574 3846336.940208666, -10834425.81615723 3846338.301211432, -10834432.003 3846340.908500016))"
370,Mix,Good,"POLYGON ((-10834443.74 3846343.238799997, -10834441.9882 3846348.134900011, -10834448.7202 3846350.5436, -10834442.95043453 3846366.483323924, -10834428.68936434 3846361.482688919, -10834436.3959 3846340.611100011, -10834443.74 3846343.238799997))"
371,Mix,Good,"POLYGON ((-10834465.47299949 3846356.131087624, -10834460.57492774 3846370.998854682, -10834446.28739911 3846365.87651109, -10834453.14541285 3846345.789304174, -10834461.0621 3846349.189900011, -10834460.00617968 3846352.057558954, -10834463.90445107 3846353.625219874, -10834463.78453408 3846354.034027807, -10834463.43878347 3846355.212723047, -10834465.47299949 3846356.131087624))"
372,Hip,Good,"POLYGON ((-10834497.03754966 3846384.835257508, -10834502.7558 3846369.301399998, -10834508.71892718 3846371.323841594, -10834510.63716019 3846365.602215573, -10834518.67389501 3846368.54571104, -10834511.45737016 3846389.941726051, -10834497.03754966 3846384.835257508))"
373,Mix,Good,"POLYGON ((-10834474.93084013 3846415.525320657, -10834473.50148532 3846415.053130321, -10834471.31213258 3846414.212255679, -10834469.86512865 3846413.65649832, -10834473.67513628 3846403.496477962, -10834474.75634508 3846403.786558367, -10834476.9295178 3846404.369604707, -10834478.14243746 3846401.526138321, -10834489.9582 3846405.4296, -10834483.77562527 3846426.475586511, -10834475.07081616 3846423.661075652, -10834477.22178091 3846417.055035025, -10834474.74339363 3846416.186581507, -10834474.93084013 3846415.525320657))"
374,Mix,Good,"POLYGON ((-10834506.77197939 3846418.674441926, -10834505.14077225 3846423.664382957, -10834505.5022956 3846423.784890741, -10834506.17264932 3846424.008341976, -10834503.60618584 3846431.416690148, -10834495.80096187 3846428.453350879, -10834495.54672357 3846427.254798889, -10834495.43054445 3846426.707097381, -10834489.23727424 3846424.938423626, -10834491.18858023 3846419.150651619, -10834492.00624576 3846419.400493868, -10834492.37920762 3846419.514454424, -10834493.94261669 3846415.527761295, -10834495.02504625 3846412.767565921, -10834504.84772216 3846416.107937187, -10834504.0559784 3846417.631870866, -10834506.77197939 3846418.674441926))"
375,Hip,Good,"POLYGON ((-10834404.8876 3846360.185599998, -10834407.8507 3846361.520800002, -10834406.5154 3846364.483900003, -10834403.5524 3846363.148699999, -10834404.8876 3846360.185599998))"
376,Gable,Good,"POLYGON ((-10834404.28205416 3846452.294297762, -10834402.21138634 3846451.812084392, -10834401.10569539 3846454.999075964, -10834393.25559798 3846452.282117143, -10834394.47786962 3846448.688750841, -10834387.4551 3846446.3706, -10834390.8142 3846435.122600004, -10834400.3536 3846438.300800011, -10834402.4703 3846432.347700007, -10834409.8786 3846434.993500002, -10834404.28205416 3846452.294297762))"
377,Gable,Fair,"POLYGON ((-10834378.96421529 3846430.304802567, -10834387.59626382 3846433.380589969, -10834383.7472003 3846444.801182054, -10834367.1571604 3846439.399872854, -10834372.77295289 3846422.85676682, -10834380.49153328 3846425.759234302, -10834378.96421529 3846430.304802567))"
378,Gable,Good,"POLYGON ((-10834434.43773662 3846443.910362102, -10834442.47845354 3846446.794991829, -10834440.75065864 3846451.719981901, -10834449.99263525 3846454.785424493, -10834445.78575182 3846466.771073483, -10834428.23950557 3846461.027946495, -10834429.99304561 3846456.185214847, -10834429.13247611 3846455.682029538, -10834430.33897852 3846452.528189898, -10834431.18130669 3846452.903607711, -10834434.43773662 3846443.910362102))"
379,Gable,Good,"POLYGON ((-10834416.9751 3846475.005199999, -10834420.0249 3846476.128300004, -10834418.4527 3846480.398000002, -10834415.4029 3846479.274999999, -10834416.9751 3846475.005199999))"
380,Gable,Good,"POLYGON ((-10834371.8816 3846489.252200007, -10834377.7852737 3846472.140582509, -10834395.11551673 3846477.961427495, -10834390.48529913 3846491.322912566, -10834381.1284 3846488.199700005, -10834379.9051 3846491.902800009, -10834371.8816 3846489.252200007))"
381,Mix,Good,"POLYGON ((-10834413.82907154 3846600.467722967, -10834405.5811886 3846598.287214242, -10834409.43088381 3846587.730318092, -10834424.59153919 3846591.738763615, -10834419.63059175 3846609.082235873, -10834411.9819 3846606.176600009, -10834413.82907154 3846600.467722967))"
382,Mix,Good,"POLYGON ((-10834441.63021082 3846612.202737954, -10834436.04219963 3846610.213067304, -10834436.22497082 3846609.60992239, -10834436.46553381 3846608.816064503, -10834433.1846939 3846607.800062466, -10834431.24322534 3846613.242682394, -10834431.02156384 3846613.711345199, -10834427.02985898 3846612.433419947, -10834423.00350684 3846611.1444025, -10834425.20008208 3846603.499516349, -10834425.63665351 3846603.574787293, -10834425.96737528 3846603.631808292, -10834426.18472167 3846602.924621534, -10834428.62644311 3846594.979915958, -10834444.0583202 3846600.577745933, -10834445.172586 3846600.981939826, -10834441.63021082 3846612.202737954))"
383,Gable,Good,"POLYGON ((-10834423.033 3846501.759499997, -10834421.9271 3846505.296599999, -10834414.09 3846502.923600003, -10834419.7747 3846486.378700003, -10834421.8367 3846487.022500001, -10834423.8276 3846482.1589, -10834430.6844 3846484.334299996, -10834429.0064 3846489.294100001, -10834436.6061 3846492.631300002, -10834432.3728 3846504.378799997, -10834423.033 3846501.759499997))"
384,Gable,Good,"POLYGON ((-10834457.83779674 3846499.268340379, -10834456.23429629 3846504.236933321, -10834456.5633022 3846504.858688347, -10834455.72258113 3846506.863484755, -10834455.28229865 3846507.186785191, -10834452.20216046 3846516.730875328, -10834443.6075 3846514.127600007, -10834445.3399 3846508.540000007, -10834436.24775353 3846505.261164866, -10834440.53401211 3846493.275515877, -10834457.83779674 3846499.268340379))"
385,Mix,Good,"POLYGON ((-10834477.64189887 3846507.381143071, -10834472.9132 3846521.162900001, -10834469.4388 3846520.236199997, -10834469.0226 3846521.339200005, -10834468.7773 3846521.989100002, -10834467.8843 3846521.823700003, -10834467.6859 3846522.518299997, -10834455.7664 3846518.112899996, -10834461.25092857 3846502.182070166, -10834477.64189887 3846507.381143071))"
386,Mix,Good,"POLYGON ((-10834417.99462942 3846545.976066001, -10834413.33133882 3846559.403697103, -10834406.9573 3846557.441100009, -10834405.0523 3846562.957699999, -10834398.1863 3846560.774900004, -10834400.3003 3846555.165100001, -10834396.1623 3846553.789900005, -10834401.06126213 3846539.394542381, -10834417.99462942 3846545.976066001))"
387,Gable,Good,"POLYGON ((-10834387.16879753 3846579.435613967, -10834404.47258221 3846585.349063322, -10834404.23421758 3846586.008724831, -10834403.3800955 3846588.372462548, -10834400.84980272 3846595.019666627, -10834398.91632108 3846602.494097672, -10834390.7941 3846599.636800006, -10834392.30962886 3846594.801330902, -10834383.5572278 3846591.738763615, -10834387.16879753 3846579.435613967))"
388,Gable,Good,"POLYGON ((-10834394.9414 3846653.776300006, -10834378.06734693 3846648.08716435, -10834382.506 3846634.395600006, -10834398.7178826 3846640.943904184, -10834394.9414 3846653.776300006))"
389,Gable,Good,"POLYGON ((-10834369.5811 3846665.8851, -10834365.8256 3846664.833400004, -10834366.8773 3846661.077799998, -10834370.6328 3846662.129500002, -10834369.5811 3846665.8851))"
390,Mix,Good,"POLYGON ((-10834479.97317515 3846616.30797708, -10834480.81774882 3846614.037613608, -10834483.41276538 3846613.265262671, -10834486.00568724 3846614.270681337, -10834486.0276484 3846615.379095793, -10834486.33687093 3846615.529732734, -10834487.01110592 3846615.858184516, -10834485.39714435 3846621.493820801, -10834484.72392088 3846621.573959023, -10834482.17653966 3846629.062120713, -10834479.7324 3846628.441600002, -10834479.2339 3846629.086599998, -10834478.383 3846630.187799998, -10834464.8926 3846625.094599999, -10834466.21040452 3846620.582108907, -10834468.1947835 3846616.401683874, -10834472.0577079 3846617.248352237, -10834472.53395886 3846615.369806804, -10834473.59834757 3846615.508018769, -10834474.07976425 3846615.570531212, -10834474.25361421 3846615.013142303, -10834476.38515183 3846615.14900101, -10834476.71879364 3846615.170266479, -10834476.97104661 3846613.047137216, -10834477.03629427 3846612.497969449, -10834480.0790087 3846613.132970728, -10834479.89694988 3846613.800519712, -10834479.28525711 3846616.043393224, -10834479.97317515 3846616.30797708))"
391,Gable,Good,"POLYGON ((-10834501.5116 3846634.094100006, -10834492.17212285 3846631.16493427, -10834491.22460045 3846634.086895995, -10834486.3017 3846632.44380001, -10834491.497434 3846616.91709324, -10834505.90402535 3846621.997103415, -10834501.5116 3846634.094100006))"
392,Gable,Good,"POLYGON ((-10834477.0919 3846687.3882, -10834462.5662 3846682.149400003, -10834469.995 3846664.179399997, -10834483.1727 3846669.732699998, -10834480.1875 3846676.910700001, -10834483.5212 3846679.133199997, -10834481.7591 3846682.297600001, -10834479.1133 3846681.133400001, -10834477.0919 3846687.3882))"
393,Gable,Good,"POLYGON ((-10834506.39658862 3846711.159688234, -10834518.22348729 3846715.842822604, -10834514.86070275 3846725.535385877, -10834518.51452954 3846726.849511296, -10834516.92702636 3846731.347436957, -10834497.8012 3846724.741800003, -10834499.8395 3846719.258400001, -10834502.8858 3846720.390700005, -10834506.39658862 3846711.159688234))"
394,Mix,Good,"POLYGON ((-10834465.4955 3846611.731700011, -10834460.8541 3846623.874900006, -10834444.68650723 3846617.4573735, -10834447.62603396 3846608.551480643, -10834451.65729208 3846609.67435009, -10834453.51567075 3846605.185973905, -10834460.77849781 3846607.686291404, -10834459.96016381 3846609.615920529, -10834465.4955 3846611.731700011))"
395,Gable,Good,"POLYGON ((-10834416.71987425 3846647.171175018, -10834412.9371 3846657.154100001, -10834416.6657 3846658.297600009, -10834417.2977254 3846658.228663802, -10834415.73138894 3846663.774341561, -10834398.05807729 3846657.747598961, -10834399.85635719 3846650.248814516, -10834402.5554 3846644.4516, -10834403.59651467 3846642.429832205, -10834416.71987425 3846647.171175018))"
396,Gable,Good,"POLYGON ((-10834457.71709965 3846674.4211962, -10834450.92258606 3846672.431525551, -10834449.90658403 3846675.648865312, -10834439.53489662 3846671.902357817, -10834444.48790653 3846657.022161387, -10834462.16210854 3846661.932837881, -10834457.71709965 3846674.4211962))"
397,Gable,Good,"POLYGON ((-10834438.3742 3846676.648400001, -10834441.4664 3846677.648900002, -10834440.0656 3846681.977899998, -10834436.9735 3846680.977399997, -10834438.3742 3846676.648400001))"
398,Gable,Good,"POLYGON ((-10834399.34583458 3846702.254875146, -10834398.8994876 3846702.117807969, -10834389.62237761 3846698.802055739, -10834389.3928823 3846699.198456727, -10834389.18581424 3846699.55611974, -10834384.22486681 3846697.61142835, -10834390.5999 3846679.464000009, -10834405.49740939 3846684.197026491, -10834399.34583458 3846702.254875146))"
399,Gable,Good,"POLYGON ((-10834412.93221593 3846707.266093507, -10834404.8888665 3846704.038170382, -10834410.02179344 3846688.268972151, -10834427.4843284 3846693.190231994, -10834423.14515305 3846706.207758062, -10834414.4115 3846703.198700003, -10834412.93221593 3846707.266093507))"
400,Gable,Good,"POLYGON ((-10834444.96009254 3846700.09587083, -10834441.62633587 3846707.636510916, -10834439.94932185 3846714.237523571, -10834439.76101964 3846714.97871311, -10834435.54744038 3846713.371030554, -10834434.91913495 3846714.780275211, -10834428.01349612 3846712.557770774, -10834428.47774453 3846711.363989152, -10834429.68037446 3846708.271512195, -10834428.6243974 3846707.883492112, -10834426.98161906 3846707.199947551, -10834428.33099676 3846702.715251073, -10834429.83912478 3846697.555865742, -10834431.47140989 3846697.658760913, -10834432.14100439 3846695.253986128, -10834444.96009254 3846700.09587083))"
